Filename,Extracted Values
X8Y4RCN0,"{'Creditors: amounts falling due within one year ': 'NaN', 'Net current liabilities ': 'NaN', 'Capital and reserves {': 'NaN'}"
X8Y4RE7S,"{'Called up share capital not paid KB KB': 'NaN', 'Capital and reserves': 'NaN', 'income and incurred no expenditure and therefore no profit and loss account is presented in these financial statements.': 'NaN'}"
X8Y4REEP,"{'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4REMA,"{'  Called up share capital not paid': 'NaN', 'Fixed Assets  17244': '41605', 'Current Assets  67390': '81299', 'Net current assets (liabilities)  67390': '81299', 'Total assets less current liabilities  84734': '123004', 'Total net assets (liabilities)  84734': '123004', 'Capital and reserves  84734': '123004'}"
X8Y4RFD6,"{'Fixed Assets  2508': '2408', 'Creditors: amounts falling due within one year  (2039': '-2398', 'Net current assets (liabilities)  (2039': '2398', 'Total assets less current liabilities  469': '10', 'Total net assets (liabilities)  469': '10', 'Capital and reserves  469': '10'}"
X8Y4RG7U,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': 'NaN', 'Net assets  ': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4RGAB,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '10', 'Net assets  ': '10', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '10', 'Total Shareholder funds  ': '10'}"
X8Y4RH9C,"{'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Capital and reserves': 'NaN', 'Called up share capital ': '100', 'Shareholders funds ': '100'}"
X8Y4RHX7,"{'Current assets  ': '100', 'Net current assets  ': 'NaN', 'Capital and reserves  ': 'NaN', 'income and incurred no expenditure and therefore no profit and loss account is presented in these financial statements.': 'NaN'}"
X8Y4RI3S,"{'Current Assets': 'NaN', 'Creditors: amounts falling due within one year  (646': '-646', 'Net current assets (liabilities)  (643': '-643', 'Total assets less current liabilities  (643': '-643', 'Total net assets (liabilities)  (643': '-643', 'Capital and reserves  (643': '-643'}"
X8Y4RJKJ,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4RKWI,"{'Called up share capital not paid': 'NaN', 'Fixed Assets ': '3942', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities ': '3942', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': '3942', 'Capital and reserves ': '3942'}"
X8Y4RL0B,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4RLJL,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4RLLM,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4RM48,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Authorised share capital': 'NaN', ' Ordinary of AÂ£ each': 'NaN', 'Issued share capital': 'NaN', 'Total shareholder funds': 'NaN', '. During the year the company allotted 0 ordinary shares with an aggregate nominal value of Af the': 'NaN'}"
X8Y4RM4W,"{'Fixed Assets  481': '373', 'Current Assets  53068': '45379', 'Creditors: amounts falling due within one year .435) (3218': '-14', 'Net current assets (liabilities)  49850': '30944', 'Total assets less current liabilities  50331': '31317', 'Total net assets (liabilities)  50331': '31317', 'Capital and reserves  50331': '31317'}"
X8Y4RM8X,"{'Called up share capital not paid': 'NaN', 'Fixed Assets': 'NaN', 'Current Assets ': '11077', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year ': '-4215', 'Net current assets (liabilities)': '6862', 'Total assets less current liabilities ': '6862', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': '6862', 'Capital and reserves ': '6862'}"
X8Y4RMKR,"{'Fixed Assets  ': '286179', 'Current Assets  56654': '53641', 'Creditors: amounts falling due within one year  (260257': '-267340', 'Net current assets (liabilities)  (203603': '-213699', 'Total assets less current liabilities  82576': '72480', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  24957': '18325', 'Capital and reserves  24957': '18325'}"
X8Y4RP2J,"{'Fixed Assets  1856': '1522', 'Current Assets  11889': '21449', 'Creditors: amounts falling due within one year  (13346': '-22532', 'Net current assets (liabilities)  (1457': '-1083', 'Total assets less current liabilities  399': '439', 'Total net assets (liabilities)  399': '439', 'Capital and reserves  399': '439'}"
X8Y4RPRV,"{'Fixed Assets  7981': '9920', 'Current Assets  43129': '21864', 'Creditors: amounts falling due within one year  (35807': '-16724', 'Net current assets (liabilities)  7322': '5140', 'Total assets less current liabilities  15303': '15060', 'Total net assets (liabilities)  15303': '15060', 'Capital and reserves  15303': '15060'}"
X8Y4RPXC,"{' Creditors: amounts falling due within one year': '5374', 'Net current assets (liabilities)': '-5374', 'Total assets less current liabilities ': '-5374', 'Total net assets (liabilities)': '-5374', 'Capital and reserves ': '5374'}"
X8Y4RQMB,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '37', 'Net assets  ': '37', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '37', 'Total Shareholder funds  ': '37'}"
X8Y4RR01,"{'Current assets ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets ': '2640', 'Total assets less current liabilities ': '2640', 'Accruals and deferred income ': '-1683', 'Net assets ': '957', 'Capital and reserves ': '957'}"
X8Y4RREB,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': 'NaN', 'Net assets  ': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4RSXR,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each lo ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4RTW8,"{'Fixed Assets  18824': '18099', 'Current Assets  2': '609', 'Creditors: amounts falling due within one year  (21741': '-23896', 'Net current assets (liabilities)  (21739': '-23287', 'Total assets less current liabilities  (2915': '-5188', 'Total net assets (liabilities)  (2915': '-5188', 'Capital and reserves  (2915': '-5188'}"
X8Y4RU81,"{'Called up share capital not paid - Fixed Assets  ': '279290', 'Current Assets  5848': '2823', 'Prepayments and accrued income  ': '600', ' Creditors: amounts falling due within one year (4534': '0', 'Net current assets (liabilities)  1914': '3423', 'Total assets less current liabilities  281204': '282713', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  25204': '32713', 'Capital and reserves  25204': '32713'}"
X8Y4RUDE,"{'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares of Af | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4RUPK,"{'Fixed Assets  482': '245', 'Current Assets  21752': '18448', 'Creditors: amounts falling due within one year  (3671': '977', 'Net current assets (liabilities)  18081': '17471', 'Total assets less current liabilities  18563': '17716', 'Total net assets (liabilities)  18563': '17716', 'Capital and reserves  18563': '17716'}"
X8Y4RV3M,"{'Called up share capital not paid  ': 'NaN', 'Net assets  ': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4RVQH,"{'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4RWLD,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '1000', 'Net assets  ': '1000', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '1000', 'Total Shareholder funds  ': '1000'}"
X8Y4RX03,"{'Fixed Assets  17877': '15302', 'Current Assets  9724': '8242', 'Creditors: amounts falling due within one year  (8078': '-9106', 'Net current assets (liabilities)  1646': '-864', 'Total assets less current liabilities  19523': '14438', 'Creditors: amounts falling due after more than one': 'NaN', ' (18.676': '-14415', 'Total net assets (liabilities)  847': '23', 'Capital and reserves  847': '23'}"
X8Y4RX54,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4RXDD,"{'Fixed assets ': 'NaN', 'Current assets  ': 'NaN', 'Prepayments and accrued income  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets  5493': '10801', 'Total assets less current liabilities  5902': '10801', 'Net assets  5902': '10801', 'Capital and reserves  5902': '10801'}"
X8Y4RYWX,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4RZAZ,"{'Current Assets  124': '187', 'us Creditors: amounts falling due within one year ': '-9547', 'Net current assets (liabilities)  124': '-9360', 'Total assets less current liabilities  124': '-9360', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  (7235': '-9360', 'Capital and reserves  (7235': '-9360'}"
X8Y4RZKO,"{'Current Assets': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4RZMH,"{'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets  5831': '6084', 'Total assets less current liabilities  5831': '6084', 'Net assets  5831': '6084', 'Capital and reserves  5831': '6084', 'office is  Park RoadLytham St Annes LancashireFY PW.': 'NaN'}"
X8Y4S037,"{'. . Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand .00 .00': '100', 'Net assets .00 .00': '100', 'Issued share capital': 'NaN', ' A Ordinary Shares of Af1.00 each .00 .00': '100', 'Total Shareholder funds .00 .00': '100'}"
X8Y4S08G,"{'Fixed Assets  409': '348', 'Current Assets  13634': '6513', 'Creditors: amounts falling due within one year  (5890': '-4066', 'Net current assets (liabilities)  7744': '2447', 'Total assets less current liabilities  8153': '2795', 'Total net assets (liabilities)  8153': '2795', 'Capital and reserves  8153': '2795'}"
X8Y4S1CP,"{'Fixed Assets  10954': '9310', 'Current Assets  64567': '116772', 'Creditors: amounts falling due within one year  (18635': '-54731', 'Net current assets (liabilities)  45932': '62041', 'Total assets less current liabilities  56886': '71351', 'Total net assets (liabilities)  56886': '71351', 'Capital and reserves  56886': '71351'}"
X8Y4S1RV,"{'Fixed Assets': 'NaN', 'Current Assets  8499': '13787', 'Creditors: amounts falling due within one year  (7866': '-14360', 'Net current assets (liabilities)  633': '-573', 'Total assets less current liabilities  637': '-570', 'Total net assets (liabilities)  637': '-570', 'Capital and reserves  637': '579'}"
X8Y4S2W9,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4S3MP,"{'Fixed assets ': '533', 'Current assets ': 'NaN', 'Creditors: amounts falling due within one': 'NaN', 'Net current assets ': '580', 'Total assets less current liabilities ': '1113', 'Net assets ': '1113', 'Capital and reserves ': '1413'}"
X8Y4S3PL,"{'Called up share capital not paid': 'NaN', 'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4S3QX,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4S3RE,"{'Current assers  ': '19', 'Net eurrcut A.sscts  ': 'NaN', 'Cupital and reserves Q': 'NaN', 'BISBH office is  Highfield RoudEdgbastonBirminghamWest Midlands': 'NaN'}"
X8Y4S3T6,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4S3TU,"{'Called up share capital not paid': 'NaN', 'Fixed Assets ': '20766', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities ': '20766', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': '20766', 'Capital and reserves ': '20766'}"
X8Y4S3VE,"{'Called up share capital not paid ': '10', 'Net assets ': '10', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each ': '10', 'Total Shareholder funds ': '10'}"
X8Y4S41N,"{'Fixed Assets  1145': '859', 'Current Assets  22153': '22906', 'Creditors: amounts falling due within one year  (7236': '-6129', 'Net current assets (liabilities)  14917': '16777', 'Total assets less current liabilities  16062': '17636', 'Total net assets (liabilities)  16062': '17636', 'Capital and reserves  16062': '17636'}"
X8Y4S4OI,"{'Current asscts  2726': '3001', 'Creditors: amounts falling due within one year  1510': '1196', 'Net current assets  1216': '1805', 'Total assets less current liabilities  1216': '1805', 'Accruals and deferred income  ': '360', ' Capital and reserves ': '1445'}"
X8Y4S57L,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4S66I,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4S6AA,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4S7YB,"{'Fixed Assets  317143': '312884', 'Current Assets  5948': '5946', 'Prepayments and accrued income  ': '45', 'Creditors: amounts falling due within one year  (29441': '-22974', 'Net current assets (liabilities)  (23448': '-16983', 'Total assets less current liabilities  293695': '295901', 'Creditors: amounts falling due after more than one': 'NaN', 'Accruals and deferred income  (850': '-765', 'Total net assets (liabilities)  93649': '95940', 'Capital and reserves  93649': '95940'}"
X8Y4S8TF,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4S969,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Authorised share capital': 'NaN', ' Ordinary of Afl each': 'NaN', 'Issued share capital': 'NaN', '   Ordinary of Afl each': 'NaN', 'Total shareholder funds  ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Af the': 'NaN'}"
X8Y4S9F6,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SA4Q,"{'Current Assets ': '201116', 'Creditors: amounts falling due within one year ': '-177', 'Net current assets (liabilities)': '200939', 'Total assets less current liabilities ': '200939', 'Total net assets (liabilities)': '200939', 'Capital and reserves ': '200939'}"
X8Y4SBPU,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Oridinary Shares of Af | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SDBE,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4SE57,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4SESG,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SEYR,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SF81,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SFA1,"{'Current Assets ': '573', 'Creditors: amounts falling due within one year ': '-2907', 'Net current assets (liabilities)': '-2334', 'Total assets less current liabilities ': '-2334', 'Total net assets (liabilities)': '-2334', 'Capital and reserves ': '2334'}"
X8Y4SFD5,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SFR7,"{'Called up share capital not paid  ': 'NaN', 'Capital and reserves  ': 'NaN', 'income and incurred no expenditure and therefore no profit and loss account is presented in these financial statements.': 'NaN'}"
X8Y4SHTK,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SINS,"{'Fixed Assets  1918': '3526', 'Current Assets  204768': '232315', 'Creditors: amounts falling due within one year  (60454': '-48208', 'Net current assets (liabilities)  144314': '184107', 'Total assets less current liabilities  146232': '187633', 'Total net assets (liabilities)  146232': '187633', 'Capital and reserves  146232': '187633'}"
X8Y4SIQW,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SJNN,"{'Current Assets  20780': '6832', 'Creditors: amounts falling due within one year  (2257': '-2192', 'Net current assets (liabilities)  18523': '4640', 'Total assets less current liabilities  18523': '4640', 'Creditors: amounts falling due after more than one': 'NaN', '.154) (29.766': '-18', 'Total net assets (liabilities)  (11243': '-13514', 'Capital and reserves  (11243': '-13514'}"
X8Y4SKV5,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4SLB7,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SLGQ,"{'Called up share capital not paid': 'NaN', 'Current Assets ': '48349', 'Creditors: amounts falling due within one year ': '-47490', 'Net current assets (liabilities)': '859', 'Total assets less current liabilities ': '860', 'Total net assets (liabilities)': '860', 'Capital and reserves ': '860'}"
X8Y4SMXM,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': 'NaN', 'Net assets  ': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4SNUY,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SNXT,"{'Fixed Assets ': 'NaN', 'Current Assets': 'NaN', 'Creditors: amounts falling due within one year  (23726': '-25637', 'Net current assets (liabilities)  (433': '345', 'Total assets less current liabilities  59': '345', 'Total net assets (liabilities)  59': '345', 'Capital and reserves  59': '345'}"
X8Y4SOZS,"{'Current Assets  ': '100', 'Net current assets (liabilities) ': '100', 'Total assets less current liabilities  ': '100', 'Total net assets (liabilities) ': '100', 'Capital and reserves  ': '100'}"
X8Y4SP1S,"{'Current assets  ': 'NaN', 'Creditors: amounts falling due within one': 'NaN', 'Net current (liabilities) /assets  10652': '-1311', 'Total assets less current liabilities  10652': '-1311', 'Net (liabilities) /assets  10652': '-1311', 'Capital and reserves ': '-1311'}"
X8Y4SP28,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SP8R,"{'Current Assets ': '34045', 'Creditors: amounts falling due within one year ': '-32070', 'Net current assets (liabilities)': '1975', 'Total assets less current liabilities ': '1975', 'Total net assets (liabilities)': '1975', 'Capital and reserves ': '1975'}"
X8Y4SPSO,"{'Current Assets  38412': '42530', 'Creditors: amounts falling due within one year  (27115': '-30180', 'Net current assets (liabilities)  11297': '12350', 'Total assets less current liabilities  11297': '12350', 'Accruals and deferred income  (1496': '-1840', 'Total net assets (liabilities)  9801': '10510', 'Reserves  9801': '10510'}"
X8Y4SR0I,"{'Current Assets  1211.': '3514', 'Creditors: amounts falling due within one year  (9823': '-10516', 'Net current assets (liabilities)  8612': '-7002', 'Total assets less current liabilities  8612': '7002', 'Total net assets (liabilities)  8612': '7002', 'Capital and reserves': 'NaN'}"
X8Y4SRG8,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '96', 'Net assets  ': '96', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '96', 'Total Shareholder funds  ': '96'}"
X8Y4SRGR,"{'Fixed Assets ': '16232', 'Current Assets ': '174721', 'Creditors: amounts falling due within one year ': '-166173', 'Net current assets (liabilities)': '8548', 'Total assets less current liabilities ': '24780', 'Total net assets (liabilities)': '24780', 'Capital and reserves ': '24780'}"
X8Y4STP4,"{'Current assets  ': 'NaN', 'Creditors: amounts falling due within one year  ': 'NaN', '  Net current (liabilities) /assets': 'NaN', 'Net (liabilitiesAassets  ': 'NaN', 'Capital and reserves  ': 'NaN'}"
X8Y4STUZ,"{'Fixed assets  1776': '1332', 'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current liabilities  (1674': '-1309', 'Total assets less current liabilities  102': '23', 'Creditors: amounts falling due after': 'NaN', 'more than one year ': 'NaN', 'Net assets  19': '23', 'Capital and reserves  19': '23'}"
X8Y4SWO1,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SWQ1,"{'Called up share capital not paid ': 'NaN', 'Net assets ': 'NaN', 'Tssued share capital': 'NaN', ' 00 Shares  of Af each 00': 'NaN', 'Total Shareholder funds ': 'NaN'}"
X8Y4SWQH,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SXX7,"{'Current Assets ': '8278', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year ': '-8212', 'Net current assets (liabilities)': '67', 'Total assets less current liabilities ': '67', 'Total net assets (liabilities)': '67', 'Capital and reserves ': '67'}"
X8Y4SXZU,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SYH4,"{'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4SZ5L,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4SZOY,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4T0LT,"{'Current Assets  958': '228', ' Creditors: amounts falling due within one year (77': '199', 'Net current assets (liabilities)  881': '29', 'Total assets less current liabilities  881': '29', 'Total net assets (liabilities) . 881': '29', 'Capital and reserves  881': '29'}"
X8Y4T1Q0,"{'Called up share capital not paid ': 'NaN', 'Net assets ': 'NaN', 'Tssued share capital': 'NaN', ' A Ordinary Shares  of Af each ': 'NaN', 'Total Shareholder funds ': 'NaN'}"
X8Y4T2MJ,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4T2OB,"{'Current assets': 'NaN', 'Net current assets': 'NaN', 'Total assets less current liabilities': 'NaN', 'Net assets': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4T3KA,"{'Fixed Assets  5316': '49314', 'Current Assets  10492': '14303', 'Net current assets (liabilities)  10492': '14303', 'Total assets less current liabilities  15808': '63617', 'Creditors: amounts falling due after more than one': 'NaN', 'Provisions for liabilities  (4761': '-51221', 'Accruals and deferred income  ': '-900', 'Total net assets (liabilities)  (1250': '-9982', 'Capital and reserves  (1250': '-9982'}"
X8Y4T68H,"{'. . Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand .00 -00': '1', 'Net assets .00 00': '1', 'Issued share capital': 'NaN', ' Ordinary Shares of AÂ£.00 each .00 .00': '1', 'Total Shareholder funds .00 .00': '1'}"
X8Y4T6GG,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4T6RU,"{'Fixed Assets  263203': '325705', 'Current Assets  193856': '209051', 'Creditors: amounts falling due within one year  (229903': '-281290', 'Net current assets (liabilities)  (36047': '-72239', 'Total assets less current liabilities  227156': '253466', 'Total net assets (liabilities)  227156': '253466', 'Capital and reserves  227156': '253466'}"
X8Y4T6W9,"{'Fixed Assets  3469': '2844', 'Current Assets  66438': '11230', 'Creditors: amounts falling due within one year  (68713': '-13192', 'Net current assets (liabilities)  (2275': '-1962', 'Total assets less current liabilities  1194': '882', 'Total net assets (liabilities)  1194': '882', 'Capital and reserves  1194': '882'}"
X8Y4T788,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
